,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
48,1,256.88732000000005,259.23986,260.13119,260.21628,260.76566,260.09001,260.75503,260.84767,260.68802,260.44417000000004,260.44343,260.1898,260.90258,261.12729,261.26162999999997,261.0265,261.79302,261.127,261.92,261.41981,264.52044,267.96341,274.93563,282.54187,289.50332000000003,294.49242000000004,296.93782999999996,299.08467,299.5761,298.29212,297.96469,299.76897,302.37972,303.25059,304.96882,308.05152000000004,313.00383,318.90449,334.82353,352.59091,370.33333,370.33333,370.33333,420.49597,432.25532000000004,445.43867,453.42256,460.73418,471.92632000000003,474.51554000000004,474.96540999999996,480.85172,480.72047000000003,480.79247999999995,480.11987999999997,481.19811,482.33917,481.71491,482.84687,482.64924,482.84777,482.52267,483.27334,482.77778,483.07402,482.61474000000004,482.63824000000005,482.75872000000004,483.36364000000003,482.55305999999996,482.52334,482.97705999999994,483.20423,482.81471,483.59556,484.24215,484.65565,484.60972000000004,483.1385,483.59019000000006,483.18300000000005,483.30347,483.87293,483.60054,482.88292,483.52197,482.61285999999996,481.59812999999997,482.16144,482.20968,481.95626,482.00877,481.22238,481.97649,480.38013,482.56138,482.06265,481.16733,481.6,481.22207000000003,481.16505,479.05852000000004,479.63300000000004,479.72149,479.03379,478.70135,478.70606,477.83570999999995,478.17895,479.22155,477.75762000000003,477.22562999999997,479.37074,480.33633,480.24886,480.81029,480.9935,480.05767000000003,478.66805999999997,478.6623,479.36724000000004,480.22634000000005,479.29943,479.43650999999994,478.81382,478.99225,478.54534,478.86158,478.77972,480.6215,478.61315,478.87812,478.76738,477.56347999999997,474.08313,469.88521,461.47110999999995,452.00897000000003,437.9731,425.77671,411.21339,396.50448,384.43902,368.07712000000004,353.73159,339.72208,322.80144,312.93455,304.56788,298.38873
24,1,245.20827000000003,242.97789,242.98968,244.92465,247.08619,247.51633999999999,247.55907000000002,250.30109,257.81178,268.14011,280.13633,286.93852000000004,292.04573,294.08639,294.72045,294.97219,297.51821,298.98922999999996,300.80253999999996,303.70304,307.95418,318.92857000000004,338.04233,357.81982,380.1931,402.33453,419.58367000000004,434.77320999999995,446.3354,457.13027999999997,465.85702000000003,473.23548,478.65502999999995,483.59795,486.8813,488.85749000000004,489.66694,490.12386,490.52619000000004,490.9005,491.17267000000004,490.9218,491.45182,491.55226,491.82013,492.5037,492.39405999999997,492.23855,492.17006,492.08128,492.17099,492.2061,492.31204,491.98090999999994,492.02732000000003,491.28441,491.40443,491.18063,491.45127,490.99917,490.87560999999994,490.25352000000004,489.82113,489.66610999999995,489.07967,489.03837000000004,488.49292,487.5699,486.59798,485.03871,483.46660999999995,481.66425999999996,479.33623,476.87345999999997,473.58090999999996,469.44244000000003,463.9327,457.27809,450.32099999999997,441.10464,431.845,421.26404,408.8156,397.0186,384.60154,371.81964,358.11638999999997,345.25797,332.64552000000003,319.82722,308.6619,298.03701,290.62676,285.02187000000004,279.90325,277.41552,276.19074,275.72008,275.5352,275.53202999999996,275.57252,275.00068,274.34618,273.3174,272.5895,272.15542,271.55051000000003,271.39656,271.81439,272.04921,271.75372000000004,270.64553,268.30734,264.83521,260.64916,257.28405,254.0,252.25843999999998,251.42802000000003,251.32012999999998,251.86215,252.69485,254.5608,256.79708,257.83661,258.66239,259.01184,259.22241,259.21061000000003,259.5724,259.69023,259.82722,259.80071,259.37576,259.00712000000004,259.09701,258.65982,258.67883,257.82937999999996,257.62273999999996,257.01668,256.87273,256.85231,256.58995,256.48091,256.4552,256.30521,256.22857,256.13775,255.99909
56,1,271.19394,271.0298,271.62887,271.70471000000003,271.44929,271.35267000000005,271.35648,271.89399,272.01639,272.21948,272.6095,272.77047000000005,272.8139,273.25272,273.86441,274.2935,274.61397,274.80908999999997,275.29299,275.17019,275.64474,275.80702,276.51892999999995,278.66438,282.2179,287.23094,289.59447,294.61413999999996,292.57022,291.20571,289.64937000000003,291.41636,292.65017,294.50222,297.31844,300.01596,303.14789,307.50665,313.87926,323.98621,333.76383,349.08767,367.64682,387.8497,403.05300000000005,419.05606,436.48796,453.91315999999995,470.39835999999997,485.04603,497.03414000000004,504.33815,506.74361,507.57752999999997,508.18852000000004,508.1127,508.31507999999997,509.07524000000006,508.43404000000004,509.02765999999997,509.06305,508.865,508.98267999999996,509.38964000000004,508.99855,509.60517000000004,509.36869,509.28240999999997,508.6727,507.47570999999994,505.8032,503.11845,499.14205,492.78272999999996,486.49515,478.73795,469.00478,458.47924000000006,447.19960999999995,433.92524000000003,421.93608,410.2678,398.4832,385.21412000000004,370.94286,358.57272,344.24523999999997,332.6902,323.60626,313.101,305.35382000000004,299.26527999999996,295.25,293.11238,290.60083,290.07327999999995,288.89069,288.15789,286.96817999999996,287.72061,287.76462999999995,286.8691,286.57751,285.88558,286.23901,286.63272,287.99791,288.74312000000003,289.32925,289.16511,286.17066,285.14453,283.14456,278.79202999999995,275.26935,271.39399,268.97137999999995,266.8744,266.25881,266.40472,266.87298,267.01787,266.94507999999996,266.6535,266.5,266.82944,267.33583,267.5363,268.66067999999996,269.80821000000003,270.7195,271.23256000000003,271.79082999999997,272.92654,273.26342,273.93073,274.96641,274.95845,276.1019,277.0406,277.67717000000005,277.38641,277.63636,277.54112000000003,277.65005,277.67847,277.73548,277.27762,277.87523999999996,277.90839
155,1,242.14383999999998,242.49597000000003,242.31923999999998,242.57747999999998,242.79867000000002,242.69027000000003,243.20324,243.15453,243.28898999999998,243.49344,243.74732999999998,243.82043,243.80257999999998,244.00318,244.96858999999998,249.12037999999998,256.65157999999997,265.34073,273.98249,281.15951,286.14485,288.17875,289.8402,292.42556,295.84927000000005,297.53713999999997,298.32706,296.99654,294.99053,295.23048,296.64276,298.85635,300.00146,300.83667,301.86003,303.48024,307.3535,320.39,335.99552,354.05769,374.42138,391.35478,407.25111,422.65424,435.94100999999995,447.7283,457.78399,466.53775999999993,473.09477999999996,476.67159000000004,478.46961,479.95634,480.68092,481.43225,482.11571,482.20921,483.72351,484.09121,484.54735,485.18002,485.05573,485.29762,485.22003,485.18942999999996,485.26329000000004,485.24023,485.03279000000003,485.2561,485.47900999999996,485.19887,485.11429000000004,485.27832,485.43453,484.87185999999997,485.20586,484.79835,485.03846,485.08367000000004,485.0378,485.17987,484.74387,484.49619,484.86695,484.34112000000005,484.25354000000004,483.32926,482.48772,481.19847999999996,478.4298,474.80720999999994,470.61135,464.11785999999995,455.1366,445.74047,433.8254,421.47357,407.44582,393.83067,379.45893,363.68444,349.78305,336.31857,322.95133,310.38088999999997,300.98228,294.85579,289.0009,285.89477999999997,284.2458,283.27665,283.42756,283.56035,283.80973,284.35269,284.04708,283.10955,282.57264,282.23534,281.73625,281.3555,280.76869,280.83065,280.23711000000003,279.38102000000003,278.60168,277.89986,277.33492,276.49416,275.09754,272.88467,270.3573,265.31452,259.46247999999997,251.8744,244.28932000000003,239.03565,239.02575,241.64842000000002,246.86497999999997,251.34196,252.82475,253.05875,252.81099,252.68335,253.37651,254.17472999999998,254.78814,255.52725,256.05147999999997,255.73616
112,1,254.16463,254.36031,254.38433999999998,254.60227000000003,254.59833999999998,254.45629,254.46955,254.40437000000003,254.39552999999998,254.37796,254.40897,254.40714,254.41554,254.34194,254.41343999999998,254.42326,254.48946,254.49436,254.37087999999997,254.54951,254.4969,254.47727999999998,254.55,254.7174,254.76477000000003,254.86154,254.90578,255.10041,255.19838,256.04602,259.00567,264.06155,269.01878999999997,271.34274,272.15258,272.84398999999996,272.07446,271.26634,270.56776,270.54486,271.64839,273.35753,275.27763999999996,277.58906,281.74357000000003,288.59819,296.58209,304.18609,322.52027000000004,341.03448,355.20648,378.19788,398.49363999999997,417.75318,437.31532999999996,456.21338,475.3716,493.13504000000006,501.25077999999996,504.62908,506.52085,507.90682999999996,508.47112000000004,508.65896,509.11700999999994,509.37897000000004,509.46860999999996,509.63912999999997,509.28570999999994,509.50735,508.99824,508.99037000000004,508.92764000000005,508.95927,509.04553,508.48793,507.71392000000003,507.51690999999994,507.66285,507.23327,506.55272,505.49517000000003,503.07585,498.99092,492.81005999999996,482.48488,470.88212000000004,456.93224000000004,442.45435999999995,426.27412999999996,408.93012000000004,391.8323,375.10375,358.65747000000005,344.26667000000003,331.53038,318.60874,308.01752999999997,298.26296,292.00144,286.5071,283.3442,281.25953,278.68252,277.42336,276.53029,275.69002,275.19701000000003,274.18753,273.83431,273.72841,273.76712000000003,273.84888,273.50871,273.58952,272.95132,271.88292,269.96072000000004,267.00433,263.125,258.92881,255.4635,252.11354,250.32881,249.70361,249.78341,249.93534,250.05027,250.74865,251.5312,252.18426000000002,253.52761,254.65446,255.56936000000002,256.65681,256.81999,256.87334,256.90927,256.83266000000003,256.53042999999997,256.06939,256.09865,256.21026,256.16885,256.34957,256.44411,256.47701,256.52866,256.54795,256.50572999999997
7,1,354.64383,355.6675,356.76162999999997,357.31362,358.13122999999996,358.63507000000004,360.08542,363.35531000000003,370.81389,381.75434,394.72726,406.30645,414.01678,417.82679,419.61999000000003,419.59154,418.03891,415.30028,412.33975,411.12701,410.05917999999997,407.86517000000003,405.7216,406.75907,408.20156000000003,407.58218999999997,406.09663,406.23697999999996,408.64981,417.32026,432.16773,449.98488,474.57704,504.89115999999996,542.6262,584.59521,627.5281200000001,668.50342,704.7257,736.82194,764.69727,788.43871,808.69173,825.22908,836.90079,846.45792,854.41437,861.84561,868.05606,872.9650300000001,875.9806800000001,878.23036,879.82658,880.57377,881.5215199999999,881.8737800000001,882.1071699999999,882.09345,882.6542300000001,883.0255300000001,883.27354,883.36395,883.63188,883.80764,883.95416,884.21793,884.62148,884.8949,885.2955,885.4584800000001,885.5558,884.61435,882.6471,879.16485,872.91075,864.9095,851.67744,834.61127,814.03957,790.1360900000001,764.6591900000001,736.75883,707.8482700000001,678.3440400000001,648.99,619.20125,590.89327,563.00217,535.76952,509.70959000000005,488.89719,472.72817000000003,460.62050999999997,451.71444,444.36155,437.73285,432.3506,428.03275,424.13943,421.52489,419.08941,417.35597,416.19007999999997,415.87343,414.2739,413.43421,414.59943,415.27862000000005,414.66404,413.19226000000003,410.14898,408.02737,406.86159,403.88805,400.58727999999996,397.80224,395.11786,392.23787999999996,389.99294,388.07565,387.08356000000003,385.78755,382.78526,376.94608999999997,368.26165,356.46968,344.09999,333.90977000000004,327.62292,326.09788,328.42989,332.69442000000004,336.94596,339.64825,341.20101,341.40356,341.42829,341.22754,340.98815,340.85185,340.85547,340.77099,340.89007999999995,341.46796,342.28589,343.50329,344.83337,346.38086,347.75808,348.91485
28,1,810.09178,810.08391,810.04273,810.06437,810.0824,808.60617,805.72923,803.34883,802.93526,806.63405,815.88356,831.71763,851.98631,873.25311,892.68415,892.6809300000001,908.1587300000001,921.7022199999999,921.7022199999999,919.86239,919.86239,915.9472599999999,908.6660199999999,908.6660199999999,909.72559,914.89537,920.45744,920.45744,921.6484800000001,921.0120800000001,920.4480800000001,920.6644,923.73734,923.72469,929.7779,938.77394,952.1007599999999,973.77897,880.8692800000001,1082.4354,1117.0701,1117.0422,1181.7527,1181.7598,1238.5054,1238.5054,1296.2474,1296.2474,1333.6201,1348.3379,1358.3341,1365.6081,1365.5661,1371.6029,1371.5905,1372.6877,1372.7489,1372.9896,1372.9231,1372.9514,1373.0372,1372.2898,1371.8269,1371.3955,1370.8603,1370.8517,1365.7964,1365.7901,1359.1533,1326.102,1326.1087,1297.4985,1224.4119,1184.4753,1184.4766,1142.4181,1071.0267,1071.0202,1038.759,986.0250699999999,967.05336,952.2788400000001,942.13195,942.13195,934.85518,927.75194,927.18384,927.18796,927.52042,929.2601900000001,931.78453,931.77027,940.9395099999999,940.93703,943.0063,942.1442199999999,941.8905800000001,943.6928300000001,943.68967,953.3242,953.32372,959.94455,959.94455,958.4043199999999,938.6614599999999,919.2240699999999,919.21845,895.45708,870.25579,845.8499300000001,823.2956,796.28725,793.91891,796.41658,801.39949,804.90478,803.34397,800.62703,800.61178,799.24443,800.04299,801.36104,802.43125,802.43972,802.61466,802.00104,801.99331,802.0067799999999,802.1281700000001,802.35425,802.76082,802.7982400000001,802.74567,802.72837,802.47633,802.4616599999999,802.4958,802.50185,802.51664,802.41839,801.79267,801.47429,801.1974299999999,801.14745,800.8991,800.49712,800.48819,800.25237,800.24499,799.99134
73,1,839.8503,839.7144199999999,839.5781099999999,839.5405199999999,839.53903,839.5540800000001,839.52122,839.47462,839.4090699999999,839.21791,838.9771900000001,838.6752799999999,838.4986299999999,838.20349,838.1039900000001,837.99337,837.63387,839.02318,843.11732,851.03169,865.45157,884.3861099999999,905.50421,925.8571,941.77869,950.9109900000001,954.3706599999999,953.0070800000001,949.20915,944.37224,939.3503800000001,934.67465,931.19911,930.48907,932.18306,936.43216,942.3146199999999,945.7343400000001,944.4686,941.4134,943.1949800000001,946.3938699999999,949.58152,955.7230699999999,967.24655,902.4803400000001,901.2583400000001,899.5913400000001,897.3416300000001,894.91095,891.92126,1207.2335,1238.7316,1268.1009,1298.0116,1321.5999,1341.1369,1357.0403,1368.2577,1374.2771,1377.9089,1378.9873,1378.6341,1378.2678,1378.2273,1378.2162,1378.2229,1378.0771,1377.7293,1377.3443,1376.9363,1376.4066,1375.8962,1375.5047,1375.2192,1374.6807,1373.2160000000001,1366.6917,1351.9931,1329.1135,1299.3686,1262.5799,1220.4217,1186.0387,898.3747199999999,902.13806,1079.8645,1048.7983,1019.9651,995.40629,976.2050800000001,961.74061,951.7447599999999,945.2293199999999,941.43838,939.9599300000001,939.7207400000001,940.0251800000001,941.40951,946.75735,951.62676,954.8253,956.3441,959.1674199999999,963.2381,967.87866,973.61095,979.0287099999999,982.03226,980.89079,974.19595,959.15255,937.42076,908.40901,874.31894,843.5320800000001,822.97952,814.89029,814.08024,818.6940099999999,819.23961,815.28405,812.06118,811.80048,813.75278,816.21872,818.59924,821.38716,824.33729,827.61467,830.8099900000001,833.9209099999999,836.85133,839.06744,840.43157,840.99084,841.10373,841.01901,840.7457300000001,840.3673699999999,839.9385800000001,839.5485699999999,839.39575,839.02031,838.3770900000001,837.55268,836.73284,836.2607,836.01041,835.85667
102,1,275.95457000000005,276.24854,276.11241,275.96448,275.94041,275.90719,275.66828,274.91491,274.4378,274.42529,274.79927000000004,274.91067000000004,274.97559,274.74221,274.36804,274.57246000000004,274.89081,275.53921,275.55309,275.65511000000004,275.54534,275.30453,275.2682,275.12432,275.15482000000003,275.54093,275.62833,275.58525,275.42737,275.50757000000004,276.36187,280.22286,285.32405,287.58956,288.0365,288.5639,288.12996,288.97216000000003,291.37003,293.6246,294.66555,295.80357000000004,297.82993,302.58492,310.38085,318.04895,345.5,373.0,373.0,403.57608999999997,428.3217,451.23256,470.20777999999996,486.67370999999997,495.10565,499.18744000000004,500.96324000000004,502.18069,503.13628,503.5848,503.60953,503.3154,503.26735,503.11091,502.9863,502.81337,502.96514,502.95207,502.73003,502.22180999999995,502.02900999999997,501.2566,500.6476,500.30804000000006,499.77558,499.79909000000004,499.16306,498.50595999999996,497.47967,497.47155999999995,497.21965,496.0841,493.80420999999996,491.05492000000004,485.41008,476.14482999999996,464.64977999999996,451.56183,436.82309000000004,421.12254,406.17314,390.01743,374.43631,363.83754,350.12972,339.27288,327.33172,317.70349,310.66406,304.87136,300.46136,297.38035,295.16026,294.63589,293.29017999999996,291.38816,289.35719,287.7828,287.49532999999997,287.80248,288.39901000000003,290.4595,292.35848,293.80433999999997,295.46106000000003,296.77742,296.84952000000004,295.04627,292.25737999999996,288.50968,285.44667999999996,282.83104,281.32871,279.93557000000004,278.97952999999995,278.41868999999997,278.3727,278.44892000000004,278.56165,279.09456,279.46374,279.45558,279.79729,279.95675,280.26498,280.74237,281.06622999999996,281.60981,281.68935,281.67733,281.60329,281.28899,281.33371,281.31805,281.01136,280.52169,280.15592999999996,279.8916,279.84325,279.33574
37,1,258.41818,258.59425,258.58924,258.71165,258.63392000000005,258.95338,258.82755,258.84831,258.75501,258.85109,258.98495,258.84983,258.93824,258.74643,258.80734,258.5132,258.41049,259.18439,262.84402,268.54267999999996,275.06419,280.70042,284.97152,286.28085,286.6036,287.16085,286.70158,288.05899,289.29261,289.81515,291.95621,293.30998999999997,294.05537999999996,294.17503999999997,294.53245,296.52549,301.61481000000003,311.39024,324.38326,338.47739,354.69849,373.91303999999997,389.52844,402.58242,415.87552999999997,428.31798,439.95234000000005,449.01365999999996,456.59732,463.27657999999997,468.75746,471.93100999999996,473.43300999999997,473.98849,474.26347000000004,474.38825999999995,474.58457999999996,474.66815999999994,474.81245,475.08222,474.19155,474.20655999999997,474.49060999999995,474.2979,474.42113,474.16592,474.29332,474.42985999999996,475.25390999999996,475.8245,475.64952,475.93387,476.06077999999997,476.25310999999994,476.00072,476.36796,476.31827999999996,476.84576,476.72416,476.88914000000005,477.24210999999997,476.8964,476.91458,476.89162999999996,476.60757,477.06209,477.0,476.65507,475.98270999999994,474.97765999999996,474.4722,473.87539000000004,473.14662999999996,472.7722,472.48150999999996,471.3704,469.50739000000004,468.62202,466.77849000000003,460.78378,453.33608,444.67407000000003,435.22132999999997,422.73209,411.05993,395.06732,381.64399,364.93787000000003,349.08862,333.77946000000003,323.32357,311.47087,302.55722000000003,295.29566,289.93075,287.45729,285.81987999999996,285.42816,285.61626,286.15842000000004,286.43267000000003,286.85463,286.40713999999997,285.51832,284.59981,284.10287,283.58662000000004,283.05664,282.53997000000004,283.28571,283.6874,283.84918,283.1512,282.45322999999996,281.84573,280.42259,278.77517,276.86905,274.76999,268.34361,261.70567,255.22423999999998,249.91576,249.11295,249.02205,249.85523999999998,250.94406,253.20323,254.22652999999997,254.8477
44,1,836.94855,836.4714,836.0001,835.60027,835.3143299999999,835.01868,834.72273,834.44602,834.14166,833.42597,831.96317,830.73397,830.47825,833.79318,843.13454,860.14724,860.14498,905.30207,925.23153,939.7945900000001,947.1886099999999,949.46285,947.8601,944.0855300000001,939.48044,934.11451,930.24851,930.5844,934.9876300000001,939.8562400000001,944.6542,946.17595,943.75491,942.56706,941.71715,942.2314,945.31516,948.78712,956.3151,968.9422900000001,880.8811,878.63449,876.5586099999999,873.72434,871.33561,868.27269,1167.3513,1194.2728,1219.9701,1246.5432,1269.1783,1290.0624,1308.3174,1323.6402,1335.9639,1342.9002,1346.1315,1346.7972,1347.1851,1347.104,1347.2493,1347.4916,1347.5676,1347.4119,1347.4763,1347.4813,1347.3979,1347.5171,1347.3619,1345.8924,1339.6468,1325.5957,1303.9238,1275.6632,1242.1558,1209.7247,1174.9967,1138.8503,1103.5973,1068.6724,1036.0242,1008.4306,986.2769199999999,971.28881,960.00121,951.61195,946.3812300000001,943.00267,941.2559699999999,941.0854699999999,942.15853,944.1401699999999,945.9956400000001,947.8833199999999,951.9522300000001,956.4153,959.6029699999999,961.2426199999999,961.88717,964.86744,969.22086,972.35501,972.95511,970.30939,962.05855,947.73997,928.8353400000001,906.76415,884.36241,862.95194,843.99229,830.24181,822.1655900000001,819.2009099999999,819.71014,821.60148,820.2719099999999,818.82824,818.48779,818.3973900000001,818.71819,819.7028799999999,821.37351,823.21999,825.03316,826.4540599999999,827.36634,827.94638,828.50804,828.95894,829.6214,830.41688,830.97973,831.3672799999999,831.49795,831.4717,831.4304900000001,831.24903,831.01576,830.71825,830.49834,830.35654,830.19344,829.92341,829.64576,829.4887200000001,829.41114,829.3987400000001,829.39346,829.4187400000001
9,1,823.99049,824.41124,824.74809,824.8593099999999,824.94852,824.8283799999999,824.0297,821.4942,817.64487,816.2167400000001,818.6485,825.24734,837.36239,853.22098,871.14494,904.2052800000001,904.2052800000001,920.9413,920.9413,922.6642400000001,921.78673,918.65582,914.71873,910.3123699999999,903.5701300000001,903.55924,903.5345900000001,904.68252,907.8393800000001,911.6932699999999,913.23191,915.8988400000001,915.88869,917.30576,918.47845,922.64999,930.3987099999999,941.49334,957.8023900000001,884.7811,884.7048199999999,882.67387,881.22379,877.85681,1165.83,1195.4184,1223.2171,1248.5383,1296.036,1296.0428,1313.3423,1327.8596,1339.5837,1348.1133,1356.481,1356.4779,1357.5677,1358.3708,1358.8269,1359.4406,1359.9817,1360.7717,1360.8103,1360.8179,1361.0117,1361.2056,1361.2587,1361.4079,1359.6106,1359.6759,1354.5188,1324.5567,1324.5419,1296.3105,1225.7826,1225.7826,1188.4166,1149.7989,1111.9916,1075.7529,1040.8211,982.9404900000001,982.9404900000001,961.67624,947.0768699999999,936.81191,930.2823,926.0708400000001,923.60101,922.54159,922.6319199999999,927.3752900000001,927.37289,930.3259,932.435,936.43623,940.80879,942.5501800000001,942.32282,941.6538300000001,941.7579699999999,946.318,948.0146300000001,948.0146300000001,947.6224199999999,925.32924,925.32924,906.8834099999999,868.6654800000001,868.6654800000001,849.94625,822.7547900000001,817.1451900000001,817.1451900000001,814.8811,814.87463,814.80134,814.3516900000001,814.84523,814.84118,815.4172,814.19599,814.08343,814.09684,814.67196,815.5932799999999,816.7411900000001,818.1302099999999,819.2842400000001,819.4029099999999,819.39581,819.13624,818.66451,818.10556,816.67325,816.1516799999999,816.14751,815.78242,815.59549,815.5242,815.51787,815.44596,815.2357099999999,815.1884200000001,814.8989799999999,814.76599,814.75742,814.42577,812.99511,812.98969
90,1,839.84686,839.7755300000001,839.7125599999999,839.53266,839.36005,839.1229099999999,838.89448,838.68239,838.30834,837.47317,835.33137,831.8570900000001,830.2962,831.25528,836.9376,851.0074900000001,872.7467,897.5699699999999,922.0302800000001,941.9476800000001,954.09805,958.0373400000001,956.6736599999999,948.33095,936.71484,926.00634,916.60075,912.21139,911.18567,912.81432,917.53169,924.9125300000001,930.39436,935.30787,935.97656,932.73009,933.8639099999999,939.4403599999999,947.23007,954.6410199999999,966.3816099999999,986.52844,885.0903599999999,882.25459,880.09575,877.8240199999999,874.8498800000001,871.54219,1217.6887,1243.8114,1267.7073,1290.1726,1308.9103,1323.9526,1338.1038,1349.6475,1357.5474,1362.7374,1364.8093,1365.3478,1365.0945,1365.0338,1364.9296,1364.6485,1364.4615,1364.5699,1364.5098,1364.6874,1364.7449,1365.0209,1365.3544,1365.4533,1365.5724,1365.5357,1365.3367,1364.2303,1361.3973,1353.6758,1339.0355,1315.9862,1284.8664,1248.4504,1212.1712,1177.4529,1140.6589,1106.4822,901.5034099999999,1041.6303,1013.7381,991.98625,974.95885,963.2171900000001,953.98471,947.45455,943.6121300000001,941.58514,940.2006,940.1596300000001,941.9443,944.4740300000001,947.2273,951.5524,955.4437300000001,958.05881,960.29465,964.6745400000001,972.7714599999999,981.16865,988.9120300000001,993.07282,990.46748,979.8439699999999,961.8254699999999,937.9979400000001,910.6691400000001,882.7803,856.7059199999999,835.93228,821.8356200000001,814.5679,813.12421,815.38878,817.5232900000001,814.81872,812.2248900000001,812.42623,813.91774,816.61986,819.37269,821.9918200000001,824.9626400000001,828.26138,831.60771,834.8774400000001,838.15927,840.5631900000001,842.05195,842.92935,843.2818900000001,843.6112800000001,844.2594,845.0955,845.8350300000001,846.0866900000001,846.22095,846.25486,846.00131,845.2986400000001,844.3539599999999,843.34305
87,1,821.71797,821.55012,821.3260799999999,821.1157900000001,820.8815599999999,820.6672900000001,820.2963,820.6067400000001,822.25913,827.49786,837.80763,853.3898300000001,872.72331,892.98773,911.0659699999999,926.02484,935.7256199999999,940.50453,941.14353,938.6529,933.6735,927.97276,921.4770599999999,915.0798900000001,911.45018,908.5724,906.89813,907.9662300000001,911.2839,914.44115,914.80263,917.51231,921.9436400000001,923.8426199999999,924.0601800000001,926.3403900000001,930.4500199999999,937.83248,951.1053800000001,975.7022699999999,1003.6727,1037.7758,1071.9032,1104.8082,1133.9453,1161.8602,1188.1421,1213.8766,1240.2962,1266.2374,1288.6147,1308.2811,1325.3449,1338.2674,1347.0842,1354.0323,1356.6126,1356.5308,1356.4039,1355.7637,1355.6488,1355.6084,1355.6155,1355.4068,1355.1581,1355.3239999999998,1355.1388,1354.4825,1352.8792,1349.7626,1341.3473,1327.4391,1306.3328,1277.0713,1242.9677,1206.7756,1168.4874,1129.4062,1092.1834,1055.8110000000001,1022.8337,996.7528199999999,977.4115800000001,963.65041,952.76231,944.27485,938.4313099999999,934.5401400000001,931.8721,929.36916,926.9558300000001,925.79083,925.47769,925.5740300000001,927.47549,928.46379,930.78515,932.9575,934.3134,935.73585,938.5885099999999,943.11335,948.7728199999999,951.43928,951.0858599999999,943.0875,927.68309,906.7387,884.48462,860.69646,838.93348,823.55968,814.94941,812.53314,813.59015,814.78018,812.2932900000001,810.01297,809.4515299999999,809.48111,809.7451,810.41613,810.82617,810.91048,810.77803,810.71572,810.9458400000001,811.62338,812.41611,813.28075,813.96384,814.50964,814.9431900000001,815.46448,816.1347099999999,816.66232,817.0946299999999,817.61966,817.61949,817.6220599999999,817.51567,817.11837,816.6129599999999,816.0717599999999,815.7009,815.44441,815.27755,815.12075,815.04261,814.88859
62,1,257.97882999999996,249.51026000000002,242.51395,234.799,230.49757999999997,228.21569,228.3434,232.77367999999998,236.36234,241.78545,242.45219,241.20373999999998,240.14915,238.85962,238.76682000000002,238.20797000000002,238.90107000000003,240.85957000000002,242.13804,242.19412000000003,241.87026,242.13235,242.76269,242.83543999999998,242.76612999999998,242.20307999999997,242.12922999999998,241.93523,241.29065,240.6025,240.8317,241.09446,243.0075,247.9845,256.93362,267.01607,276.59443,283.41508999999996,287.80051000000003,289.57142999999996,290.31304,289.11796,289.7451,290.75502,291.64955,294.08716,294.70022,296.22388,296.75561,299.5,302.84932000000003,310.05076,324.07576,338.70423,358.31818,378.48855,392.85455,404.10958999999997,420.45313,430.71032,442.48529,452.1139,458.64302999999995,461.68303,467.25836,471.54392,474.25632,474.9937,475.86964000000006,477.64895,476.88784000000004,479.94487000000004,478.90123,478.12417999999997,478.38915,477.18550999999997,478.53979000000004,479.14575,478.39542,478.73537999999996,479.39698,479.4,479.37420999999995,479.1788,478.69724,479.17857000000004,478.62304000000006,479.10236,478.41699000000006,479.17407000000003,477.87929,477.85355999999996,476.92911,476.78570999999994,476.29549000000003,478.8348,478.38832,476.32695,477.04559000000006,476.38324000000006,476.49932,475.37575,475.74363,475.50767,476.41772000000003,475.27567,475.31676,475.14599999999996,474.80141,472.8867,473.5151,473.99048,475.249,474.11544000000004,473.67568,475.36402999999996,472.71932999999996,473.01677,474.25155,473.46444,471.85557,470.98187,468.99678,467.80902000000003,460.52852,455.01935,444.98487,437.2832,421.79685,410.29981000000004,395.51637999999997,383.05704,368.56077999999997,355.71296,342.7756,330.68286,323.02421,313.00468,305.12377999999995,300.81491,294.017,289.54537,284.69644,280.62224,279.13425,278.25865,277.74297,277.91449,277.67626,278.21485
