,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
1006,1,0.94936918,-0.03301208,-0.03301208,-0.021740124,-0.021740124,-0.021740124,-0.010468169,0.034619652,0.1247953,0.13606725,0.19242703,0.33896245,0.24878681,0.2262429,0.18115508,0.068435519,0.068435519,0.012075741999999999,-0.05555599,-0.05555599,-0.066827945,-0.12318772,-0.16827554,-0.22463532,-0.24717923,-0.25845119,-0.24717923,-0.25845119,-0.24717923,-0.26972315,-0.29226705,-0.31481096,-0.15700359,0.068435519,-0.29226705,-1.4645503999999998,-2.1859556,-2.4226666,-2.5015702999999996,-2.5241142000000005,-2.2986752,-2.0394202,-1.9041567,-1.836525,-1.7125333999999999,-1.6223578,-1.3292868999999998,-1.0249441,-0.73187331,-0.46134639,-0.29226705,-0.010468169,0.30514659,0.5531295999999999,0.6545772,0.68839306,0.74475284,0.74475284,0.76729676,0.84620044,0.88001631,0.90256022,0.95892002,1.0490956,1.1054553999999999,1.1843591,1.2294469,1.2858067,1.3196226,1.3421665,1.3759823,1.3308944999999999,1.3196226,1.2294469,1.1167274,1.0152798,0.90256022,0.74475284,0.57567351,0.41786614,0.31641853,0.2262429
199,1,-0.055660084000000005,-0.067156626,-0.032667002,0.059305330999999996,0.093794956,0.15127767,0.24324999,0.18576729,0.1627742,0.12828458,0.047808789000000004,0.024815706,-0.021170459,-0.055660084000000005,-0.078653167,-0.09014970800000001,-0.10164625,-0.19361858,-0.23960475,-0.23960475,-0.22810820000000004,-0.23960475,-0.23960475,-0.26259783,-0.25110129,-0.28559091,-0.308584,-0.10164625,0.15127767,-0.32008054,-1.4007553999999998,-2.2170099,-2.4929267999999998,-2.5848992,-2.5619061000000003,-2.2629961,-1.9985756000000001,-1.9295963,-1.8376240000000001,-1.7456517,-1.6306862,-1.3547693,-1.0558591999999998,-0.6994664,-0.42354941,-0.26259783,0.024815706,0.32372579,0.54216007,0.6341324,0.69161511,0.70311166,0.73760128,0.78358745,0.79508398,0.85256669,0.87555978,0.92154594,0.99052522,1.0365113000000001,1.0939940000000001,1.1629733,1.1859663999999999,1.2319525,1.2894353,1.3009318,1.3124283,1.3124283,1.2549456,1.2319525,1.1169871,1.0250148000000001,0.89855286,0.74909782,0.6341324,0.51916699,0.41569811,0.35821541,0.22025691,0.18576729,0.15127767,0.059305330999999996
678,1,0.11812877,0.063479635,0.077141919,0.049817352,0.049817352,0.049817352,0.077141919,0.15911562,0.21376476,0.29573846,0.45968585,0.40503672,0.33672529999999995,0.35038759,0.2547516,0.18644018,0.15911562,0.049817352,0.0088305016,-0.045818632000000005,-0.045818632000000005,-0.086805483,-0.18244146,-0.22342832,-0.22342832,-0.25075288,-0.22342832,-0.26441516,-0.25075288,-0.26441516,-0.22342832,0.049817352,0.063479635,-0.7289328,-1.7126172,-2.4093937000000003,-2.7372885,-2.9012359,-2.4913673,-2.040512,-1.9312137999999999,-1.9038892,-1.8082532,-1.7536041,-1.4530338,-1.0978143999999999,-0.71527052,-0.41470028,-0.23709059999999998,-0.0048317817,0.28207617,0.59630869,0.70560696,0.71926924,0.70560696,0.78758066,0.85589208,0.91054121,0.9651903000000001,1.0608263,1.1154754999999998,1.1837868999999999,1.2111114,1.2930852,1.3204097,1.334072,1.3750588,1.3477343000000002,1.3204097,1.238436,1.0881508999999998,0.97885259,0.78758066,0.67828239,0.50067271,0.41869901,0.2547516,0.1727779,0.077141919,0.022492785,-0.059480915999999995,-0.10046777
76,1,-0.1818865,-0.16454384,-0.1818865,-0.12985850000000002,-0.11251583,0.0088828307,0.06091083,0.2863655,0.35573616,0.25168017,0.2863655,0.19965216,0.11293883,0.078253497,0.0088828307,-0.060487835999999996,-0.11251583,-0.1818865,-0.095173169,-0.19922917,-0.2339145,-0.28594250000000004,-0.25125717,-0.21657184,-0.2339145,-0.19922917,-0.28594250000000004,-0.2339145,-0.043145169000000004,0.16496683,-0.1818865,-1.0490198999999998,-1.9334958999999998,-2.3670625,-2.5925172,-2.6965732000000004,-2.3150345000000003,-1.8988105,-1.8294398999999997,-1.7253838,-1.6213278,-1.5692998,-1.2224465,-0.91027849,-0.5460825,-0.33797051,-0.12985850000000002,0.06091083,0.39042149,0.58119083,0.75461749,0.80664549,0.80664549,0.91070149,0.98007219,1.0494428,1.0667853999999999,1.1881841999999998,1.2922401000000001,1.3616108,1.4136389,1.4656668,1.5350375,1.5523802,1.5176949,1.4830094999999999,1.3616108,1.2748975,1.1708415,0.99741484,0.82398815,0.63321882,0.45979217,0.32105083,0.18230949,0.095596167,0.0088828307,-0.11251583,-0.1818865,-0.21657184,-0.28594250000000004,-0.2339145
972,1,-0.22835926,-0.21570693,-0.19040225,-0.11448823,-0.038574199999999996,0.075296838,0.17651554,0.12590619,0.049992162,0.08794917599999999,-0.051226537,-0.076531212,-0.15244524,-0.17774991,-0.22835926,-0.22835926,-0.29162095,-0.31692563,-0.38018732,-0.38018732,-0.38018732,-0.35488264,-0.38018732,-0.35488264,-0.39283965,-0.41814432,-0.16509758,0.01203515,-0.43079666,-1.3670696000000002,-2.1641668999999997,-2.4045612999999997,-2.5943464,-2.5943464,-2.1262098999999997,-1.8352061000000002,-1.7972491000000002,-1.7213351000000003,-1.6707256999999998,-1.4556360000000002,-1.1899369,-0.87362848,-0.41814432,-0.22835926,-0.11448823,0.15121086,0.4675193,0.65730436,0.72056605,0.73321839,0.79648007,0.88504644,0.96096047,0.97361277,1.0368745000000001,1.1254408,1.1633978,1.2393119,1.3025736,1.3531829,1.4037923,1.4290969999999998,1.4544016000000002,1.4417493000000001,1.4290969999999998,1.3278782,1.2393119,1.1001361,0.98626517,0.82178475,0.70791371,0.64465202,0.51812865,0.40425761,0.32834359,0.26508190000000004,0.21447255,0.15121086,0.12590619,0.13855853,0.16386320000000001,0.11325385
596,1,-0.049950257000000005,-0.094960379,-0.049950257000000005,-0.079957005,-0.064953631,-0.064953631,-0.049950257000000005,0.08508010699999999,0.2051071,0.31013072,0.37014421,0.2651206,0.29512734,0.23511385,0.14509360000000002,0.13009023,-0.01994351,-0.094960379,-0.16997725,-0.18498062,-0.1399705,-0.199984,-0.25999749,-0.30500762,-0.33501436,-0.30500762,-0.30500762,-0.33501436,-0.30500762,-0.41003123,-0.21498737,0.23511385,-0.16997725,-1.1601999,-1.9553787,-2.4204833,-2.6605373,-2.8555812,-2.2854528999999997,-1.9553787,-1.8653585,-1.7903416,-1.6403078999999998,-1.565291,-1.2502201000000002,-0.90514257,-0.59007172,-0.39502785,-0.16997725,0.055073359,0.34013746,0.49017120000000003,0.68521506,0.70021843,0.74522855,0.80524205,0.86525555,0.86525555,0.97027918,1.0753028,1.1203128999999998,1.1803263000000002,1.28535,1.3753703000000002,1.405377,1.4503871000000002,1.4203803999999998,1.4353837,1.3753703000000002,1.28535,1.2253366,1.1053095,0.92526904,0.7752353,0.68521506,0.5501847,0.41515433,0.28012397,0.22011047,0.13009023,0.10008348,0.055073359
961,1,0.0049854376,-0.0077897442,0.0049854376,0.0049854376,0.0049854376,0.043310983,0.11996207,0.15828762,0.24771389,0.36269052,0.31158979,0.27326425,0.22216353,0.1710628,0.11996207,0.043310983,0.0049854376,-0.033340107,-0.071665653,-0.071665653,-0.16109193,-0.18664229,-0.21219265,-0.21219265,-0.22496783,-0.23774302,-0.23774302,-0.21219265,-0.23774302,-0.26329338,-0.084440834,0.19661316,-0.30161892,-1.4258349,-2.2945472000000002,-2.6011517000000004,-2.767229,-2.7416786,-2.2562217999999996,-1.9496172999999999,-1.8729663,-1.7835400000000001,-1.6685633999999998,-1.5408115,-1.1958816,-0.88927728,-0.5954480999999999,-0.35271965,-0.18664229,0.081636527,0.37546571,0.57986861,0.66929488,0.70762043,0.73317079,0.77149633,0.83537225,0.87369779,0.9375737,1.0014496,1.0397752,1.1036511,1.167527,1.2314028000000001,1.2952788,1.3208291,1.3719298999999998,1.3591547,1.3974802,1.2569531999999999,1.1930774,1.0908759,0.96312401,0.82259706,0.66929488,0.61819415,0.41379125,0.32436498,0.20938834,0.10718689,0.043310983,0.017760619
790,1,0.028251655,0.014379586000000001,-0.054980758,0.042123722999999995,0.06986786099999999,0.15310027,0.22246061,0.36118131,0.40279751,0.30569303,0.29182096,0.23633268,0.16697234,0.09761199599999999,-0.054980758,-0.09659696599999999,-0.082724897,-0.13821317,-0.15208524,-0.23531765,-0.304678,-0.304678,-0.26306179,-0.29080593,-0.29080593,-0.27693386,-0.33242214,-0.33242214,-0.027236621000000003,0.042123722999999995,-0.7485841999999999,-1.6641407,-2.3577442000000004,-2.5796973,-2.7322901,-2.6213135,-2.0664307,-1.8860938000000003,-1.8444776999999999,-1.7473732,-1.6780128,-1.4838038999999998,-1.0676417999999999,-0.73471213,-0.41565455,-0.23531765,-0.09659696599999999,0.20858855,0.44441372,0.62475062,0.65249476,0.74959924,0.77734338,0.88831992,0.92993613,0.95768026,1.0270407,1.0825288999999998,1.1380172,1.2212496000000002,1.2351216,1.304482,1.4154586,1.4293306000000001,1.4432026000000002,1.3599703,1.318354,1.2351216,1.1241451,0.97155233,0.84670372,0.69411096,0.58313441,0.44441372,0.34730924,0.19471648,0.15310027,0.055995792,0.028251655,-0.013364552,-0.054980758,-0.054980758
709,1,0.0067303421,0.020191026,0.074033762,0.15479787,0.16825855,0.24902266,0.37016881,0.28940471,0.24902266,0.22210129,0.11441581,0.08749444699999999,0.047112394,0.0067303421,-0.074033762,-0.08749444599999999,-0.074033762,-0.15479786,-0.20864059999999998,-0.23556197,-0.22210129,-0.26248334,-0.24902265,-0.27594402,-0.24902265,-0.30286539,-0.28940471,0.0067303421,0.20864059999999998,-0.43747223,-1.5412484,-2.2277432,-2.4296535,-2.537339,-2.537339,-2.2277432,-2.0258328999999997,-1.9316081999999999,-1.8643047,-1.7700799999999999,-1.6489338,-1.4201021,-1.0970458,-0.76052865,-0.47785429,-0.24902265,0.03365171,0.37016881,0.5451577,0.59900044,0.66630386,0.66630386,0.7201466,0.73360728,0.76052865,0.84129275,0.85475344,0.88167481,0.93551754,0.9893603000000001,1.0701243,1.1778098,1.1508885,1.258574,1.258574,1.2989561,1.3662594,1.2989561,1.2720346000000002,1.258574,1.1374278,1.0162816,0.92205686,0.69322523,0.59900044,0.49131497,0.32978676,0.24902266,0.16825855,0.074033762,-0.047112394,-0.047112394
752,1,0.96332369,-0.07123022799999999,-0.082433782,-0.037619565,-0.07123022799999999,-0.060026674,-0.048823119000000005,-0.02641601,0.063212426,0.096823089,0.16404442,0.2648764,0.18645153,0.17524797,0.1416373,0.040805317,0.063212426,0.007194653499999999,-0.015212456000000001,-0.060026674,-0.082433782,-0.10484089,-0.14965511,-0.21687644,-0.21687644,-0.19446933,-0.18326577,-0.20567288,-0.21687644,-0.21687644,-0.20567288,-0.26169066,-0.07123022799999999,0.25367285,-0.082433782,-1.1691786,-2.08787,-2.4799945,-2.59203,-2.6144371,-2.3567554,-2.0430558000000003,-1.9422238,-1.8862061,-1.7965776000000002,-1.7181528000000001,-1.4044531999999998,-1.1131608,-0.77705416,-0.47455819,-0.2504871,0.029601763,0.30969063,0.54496527,0.65700082,0.67940792,0.67940792,0.73542569,0.74662925,0.80264702,0.81385058,0.85866479,0.90347901,0.94829324,0.99310742,1.0379216,1.0939395,1.1163465,1.1611607,1.2171786,1.2395856,1.2843999,1.2619928,1.2283821000000001,1.205975,1.1163465,1.0155146000000002,0.94829324,0.81385058,0.69061148,0.56737238,0.46654039
661,1,0.15206273,0.15206273,0.17492091,0.1977791,0.31207006,0.33492825,0.41493192,0.47207740000000004,0.34635734,0.34635734,0.30064097,0.1977791,0.15206273,0.14063363,0.16349182,0.14063363,0.072059054,0.049200863,-0.01937371,-0.053660997,-0.053660997,-0.087948284,-0.053660997,-0.087948284,-0.11080647,-0.13366467,-0.14509377,-0.09937737699999999,0.18635001,0.16349182,-0.64797397,-1.7908834999999999,-2.5109166000000003,-2.7623567,-2.8423602999999997,-2.6823528999999997,-2.1909018,-2.0537527,-1.9623199,-1.8480290000000001,-1.7680254000000002,-1.4937271,-1.1622832,-0.86512678,-0.53368301,-0.39653387,-0.13366467,0.23206639,0.49493558,0.62065565,0.67780112,0.67780112,0.73494659,0.76923389,0.78066298,0.82637936,0.81495026,0.92924122,0.94067032,0.99781576,1.0663904,1.1121067,1.1349649,1.1578231,1.1578231,1.1578231,1.2035395,1.1578231,1.1235358,0.99781576,0.89495394,0.79209208,0.64351383,0.50636469,0.38064464,0.28921187,0.1977791,0.072059054,-0.030802806000000002,-0.087948284,-0.17938105,-0.22509743
531,1,0.012513861999999999,-0.013464278,0.025502933,0.025502933,-0.00047520765,-0.00047520765,0.038492003,0.10343735,0.19436084,0.20734991,0.3891969,0.33724062,0.31126247,0.33724062,0.19436084,0.11642643,0.06447014400000001,-0.00047520765,0.025502933,-0.091398699,-0.091398699,-0.14335498,-0.16933312,-0.19531126,-0.18232219,-0.23427847,-0.24726754,-0.22128939999999997,-0.20830033,-0.22128939999999997,-0.20830033,-0.00047520765,-0.039442418,-0.88373198,-1.7539996999999998,-2.3255187999999998,-2.6372565,-2.9100269,-2.6242674,-2.1047046000000003,-1.9358467000000001,-1.8838903999999999,-1.7929668999999997,-1.7539996999999998,-1.4422620000000002,-1.0396007999999999,-0.75384128,-0.3511801,-0.16933312,0.051481072999999995,0.36321876,0.61001109,0.70093458,0.73990179,0.75289086,0.81783621,0.88278156,0.90875971,0.9996832,1.0386504,1.1035957,1.1165848,1.1815301999999999,1.2724537,1.32441,1.337399,1.3114208,1.3114208,1.2984318000000001,1.2075083,1.0776177,0.97370505,0.89577064,0.76587994,0.61001109,0.49310946,0.37620782,0.27229526,0.16838270000000002,0.14240457,0.090448284,0.051481072999999995
189,1,0.067502538,0.09968398099999999,0.078229687,0.11041113,0.18550116,0.22840975,0.30349979,0.37858982,0.31422694,0.24986404,0.19622831,0.12113828,0.056775390999999995,0.035321096,0.067502538,0.046048242999999996,0.046048242999999996,0.035321096,-0.07195038,-0.12558612,-0.14704041,-0.11485897,-0.10413182,-0.10413182,-0.13631326,-0.13631326,-0.13631326,-0.189949,-0.018314642,0.15331972,-0.07195038,-1.1124836999999999,-2.1422898999999997,-2.5928299999999997,-2.7108287,-2.7859187999999997,-2.5177401,-2.1422898999999997,-2.0028368999999997,-1.9170198,-1.7990211999999999,-1.6917497,-1.3806624,-1.0803023,-0.73703354,-0.43667340000000004,-0.27576619,-0.018314642,0.31422694,0.55022418,0.65749566,0.67894995,0.72185854,0.74331284,0.76476713,0.79694858,0.82913003,0.89349291,0.92567435,0.96858291,1.0114915999999998,1.0651273,1.0973087,1.1294901000000002,1.1616716,1.1938531000000001,1.1938531000000001,1.1938531000000001,1.1616716,1.118763,1.0544001,0.96858291,0.83985717,0.74331284,0.60385992,0.48586130000000005,0.41077127,0.30349979,0.20695545,0.12113828,0.035321096,-0.018314642
