,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84
722,1,-0.68360844,-0.69143996,-0.74525316,-0.78103859,-0.82136087,-0.8465591999999998,-0.86089022,-0.90697635,-0.92391358,-0.93035411,-0.94716049,-0.95451861,-0.9529950999999999,-0.95754823,-0.54552525,-0.10912269,0.22934039,0.45711992,0.6156512,0.80299615,1.0360369,1.2595964,1.4251403999999999,1.6165331,1.6889861000000002,1.7865263999999998,1.8534498,1.9079496999999999,1.8851414,1.8193468000000002,1.8037578,1.7176386000000001,1.6194184,1.4597645000000001,1.1972008,1.0826133,0.96983965,0.80876674,0.65295959,0.53133629,0.41651911,0.29734534,0.16714533,0.063915947,-0.024366951,-0.10489807,-0.17966870000000001,-0.25170454,-0.31950902,-0.38430914,-0.46569833,-0.53357188,-0.5577083,-0.6118882,-0.6513204,-0.70586644,-0.74076461,-0.77667078,-0.81155041,-0.83405663,-0.88764127,-0.92963307,-0.97626111,-1.0140277,-1.0511761,-1.0764227,-1.1097642,-1.1524018,-1.1894305,-1.2190854,-1.2437705,-1.2730356000000003,-1.2432898000000001,-0.88695392,-0.54016684,-0.22554425,0.009175045699999999,0.19558724,0.36334665,0.56884459,0.74585682,1.0340215,1.1791686000000001,1.3623855
687,1,-1.3276118000000001,-1.3506963,-1.4041199,-1.4370976,-1.4864322,-1.5281155,-1.5624126,-1.6006662,-1.6455159,-1.6737831000000003,-1.7112080000000003,-1.6991604999999999,-1.1498623,-0.2960715,0.25399539,0.61015462,0.86342177,1.0823941000000001,1.2116656000000001,1.2215589,1.2116656000000001,1.1988048,1.0345761,0.99910213,1.0991653000000001,1.2187892,1.350738,1.3842063,1.5020341999999998,1.6018578,1.6060785,1.617573,1.5707924,1.4921402,1.4187653,1.3648712,1.3018933000000001,1.2250216999999999,1.1223437,0.97175456,0.81084622,0.6972151999999999,0.57962611,0.48154086,0.40239488,0.31335565,0.24014484,0.1619878,0.11021326,0.044257765,-0.021885665,-0.056653362,-0.08039792700000001,-0.10612037,-0.12081814,-0.1472769,-0.19318095,-0.22563112,-0.26111587,-0.31031793,-0.33960179,-0.38369741,-0.40800653,-0.43615974,-0.49195858,-0.53113646,-0.58258134,-0.63300802,-0.66608051,-0.69338572,-0.68916501,-0.73420259,-0.75643986,-0.81349029,-0.86345254,-0.86829942,-0.87878726,-0.86434289,-0.86592488,-0.86592488,-0.47283214,-0.37838301,-0.015102493,0.25116875
1078,1,-0.69585459,-0.70773173,-0.71806494,-0.70984502,-0.70843602,-0.70966895,-0.7178975000000001,-0.73450518,-0.74342938,-0.73873258,-0.73510909,-0.73309618,-0.73057973,-0.73299539,-0.70861251,0.90103914,0.88644808,1.1448871999999999,1.2427228000000001,1.3248553,1.4254453999999999,1.6609658,1.5381586999999999,1.6391944,1.5147204,1.5497836999999999,1.4954618,1.5638934,1.5686491000000002,1.5396159,1.6039658,1.5472479,1.6524057,1.5717903999999998,1.5165988000000001,1.5025072,1.4250752,1.4842597,1.3308274,0.47453872,0.0029166172,-0.19433415,-0.23461218,-0.20959988,-0.22192955,-0.27033451,-0.30727126,-0.32761556,-0.34452477,-0.37547585,-0.42613768,-0.45150254,-0.48852197,-0.53464169,-0.57127977,-0.61731145,-0.68307199,-0.76738483,-0.82811288,-0.87955923,-0.92262563,-0.9623630999999999,-0.99751155,-1.0316332000000001,-1.0609231000000001,-1.0984868,-1.1236632,-1.1553692,-1.189165,-1.2288497999999999,-1.2565928999999998,-1.2656512,-1.2709181999999999,-1.2819569,-0.6454943000000001,-0.38386361,-0.15851843,0.02801654,0.16118111,0.12084385,0.23451487,0.37915753,0.26612663,0.29355171
1046,1,-0.38193607,-0.38163508,-0.41054763,-0.40703387,-0.41549544,-0.42018505,-0.44028843,-0.47078216,-0.48358193,-0.50127589,-0.48307988,-0.3367604,-0.17011156,0.011282235,0.21197578,0.39117381,0.39379806,0.6059095,0.75147606,0.84634557,0.9326817,1.0187039,1.0857781000000002,1.1359731000000002,1.1547962999999999,1.1728669,1.1643335,1.1751254,1.092303,1.0640684,1.0506411,1.0109865,0.93381124,0.85076261,0.70409172,0.64716989,0.60139193,0.55069459,0.46586432,0.39960636,0.3491599,0.29833741,0.26332582,0.2384792,-3.3373911,0.18607523,0.16168025,-3.3373911,0.11650428,0.09429276,-3.3373911,0.056269753,0.036693625,0.014105495,-0.0059723893,-0.026929225,-0.040607367000000005,-0.065705161,-0.14651962,-0.21779719,-0.29559994,-0.30814884,-0.3096547,-0.3017491,-0.31191348,-3.3373911,-0.34940953,-3.3373911,-0.37892436,-0.39699492,-0.40703387,-0.41732398,-0.42824158,-0.42891919,-0.3774188,-0.18286122,0.006877795799999999,0.15565683,0.32682323,0.48468722,0.62046601,0.72713149,0.85136519,0.97585006
1052,1,-0.72559751,-0.76708502,-0.81086707,-0.86375165,-0.8923901,-0.88998881,-0.9169431,-0.93795302,-0.96921156,-0.9899351999999999,-1.0216653,-1.0547889,-1.0779923999999999,-1.0494596999999999,-0.89340549,-0.70100095,-0.46822962,-0.25852578,-0.03113869,0.16194851,0.33363705,0.51245816,0.65156928,0.80352418,0.94598304,1.0468314,1.1913397,1.5735794,1.8329148999999998,2.0901894,2.3305968999999997,2.4408743,2.6059827,2.1790901000000003,1.9688816999999998,1.6159478,1.5779248,1.4009071000000002,0.85217202,0.56370262,0.39630491,0.26121655,0.16177329,0.07322397,-0.0046286585,-0.069264093,-0.12891166,-0.19101989,-0.25743236,-0.30293688,-0.34278426,-0.38349240000000007,-0.43136901,-0.47204173,-0.50504378,-0.53144419,-0.57268563,-0.60712148,-0.62786475,-0.66513036,-0.69690113,-0.72305594,-0.75460171,-0.78258144,-0.81754389,-0.83792429,-0.85821708,-0.87789518,-0.88281459,-0.89480576,-0.88896385,-0.8928583000000001,-0.89422507,-0.88329284,-0.82726589,-0.53701993,-0.094739114,0.11207177,0.22646091,0.32920978,0.59690814,0.98078799,1.3509753,1.3888197
862,1,-0.063733925,-0.19140610000000002,-0.22599626,-0.2746386,-0.30948875,-0.34676218,-0.38105374,-0.44032155,-0.48989421,-0.53999295,-0.55599514,-0.58034576,-0.56295014,-0.55251561,-0.55599514,1.8078983,1.460258,1.4878424,1.8348611000000001,1.4078274,1.3961497,0.89469711,0.38938918,0.49636698,0.8494693000000001,0.68248431,0.80424556,0.95453164,0.81050587,1.141693,1.294764,1.0521148999999999,1.1016876,1.0129768,0.85642837,0.62682197,0.71240259,0.49636495,0.03193592,0.14151982,-0.18070954,-0.21158454,-0.30412219,0.86269071,1.0103687,1.0208051999999999,1.0286316,1.0004521,0.92322195,0.78598056,0.77591774,0.72224399,0.62235322,0.47027151,0.34503277,0.26780262,0.09664340699999999,-0.16983829,-0.40988125,-0.61513295,-0.77168341,-0.89953231,-1.043034,-1.1395732,-1.2795973999999999,-1.3603091999999999,-1.4858465,-1.5815629999999998,-1.7255888,-1.8362168,-1.9823286,-1.9739802,-2.0524047,-2.0345134999999996,-2.0345134999999996,-0.85219606,-0.78994638,-1.2079328999999999,-0.81081951,-0.5177264,0.05802732099999999,0.31581324,0.43374355,0.85642837
791,1,-1.1400427,-1.1617747999999999,-1.1853658999999999,-1.2117223999999998,-1.2512575000000001,-1.2984398000000001,-1.3464352,-1.3838548000000002,-1.4001236000000001,-1.3519259,-1.2146511,-0.99989243,-0.74974708,-0.4952101,-0.25590752,-0.06683178599999999,0.19971924,0.48110473,0.7067888000000001,0.89632811,1.1142253999999998,1.2773085,1.3888091999999999,1.4720013,1.5686704,1.6217489999999999,1.719977,1.6699468000000002,1.6974023,1.721685,1.7306108,1.6992328999999997,1.5639633999999998,1.4527496000000002,1.3839293,1.3044913999999999,1.1407215,0.94513763,0.7669854,0.60661343,0.48947192,0.37407451,0.3069632,0.22911363,0.16245355,0.084882311,0.03485305,-0.029295352,-0.06493283,-0.12946976,-0.2262728,-0.29596133,-0.34445926,-0.40625559,-0.44737714,-0.47763883,-0.52319286,-0.57595229,-0.64567976,-0.69849808,-0.74120511,-0.77397658,-0.80038716,-0.84614448,-0.88980241,-0.9141288000000001,-0.94376257,-0.980369,-1.0026824,-1.0347556999999998,-1.0814725,-1.1054407,-1.0926287000000001,-1.0023329,-0.7935,-0.56468109,-0.31290848,-0.069272215,0.18005997,0.42349295,0.64496397,0.86785708,1.1002811000000001,1.2990007
1214,1,-0.46883594,-0.50075903,-0.5060787,-0.53782654,-0.53923038,-0.55887515,-0.57974726,-0.58441312,-0.61235283,-0.6315611,-0.61890108,-0.64072841,-0.58752348,-0.2860295,-0.06011326,0.12050999999999999,0.29322131,0.4839397,0.62800206,0.78024974,0.88284,0.97178762,1.0127142,0.98521168,1.0290849,1.0749227,1.1502283000000002,1.1690549,1.1469542,1.1807871,1.1019346,1.0659192,1.0356332000000001,0.98418318,0.92922393,0.8588295,0.80603368,0.69062027,0.58118226,0.46020194,0.36770809,0.30386192,0.21218628,0.13196946,0.045204374000000005,-0.0088187692,-0.082814236,-0.084124398,-0.14829747,-0.26700858,-0.18343988,-0.27075044,-0.26139579,-0.34932956,-0.32781385,-0.38534563,-0.42627226,-0.39721419,-0.42463519,-6.955350099999999,-0.48275131,-0.54796118,-0.54905277,-0.55822008,-0.6265403,-0.64400253,-0.69093194,-0.71166831,-0.7176710999999999,-0.70702986,-0.71439697,-0.68329273,-0.56074609,-0.38861976,-0.19053362,-0.021915288999999998,0.15619853,0.33122493,0.45938373,0.55187822,0.63749755,0.75241964,0.82047477,0.88764223
789,1,-0.27076605,-0.29728488,-0.32063351,-0.34225264,-0.36300634,-0.39759709,-0.42423103,-0.44533111,-0.45985921,-0.48147766,-0.50107949,-0.50378886,-0.46608515,-0.23559903,0.12341868,0.4295418,0.69603074,0.961799,1.138209,1.2661928999999998,1.3301846000000002,1.4408735000000001,1.4192546999999998,1.4872244,1.4512505,1.4590333,1.4477915000000001,1.443295,1.3945226000000002,1.1702052,1.1063862,1.0128194,0.8459216,0.72427941,0.63838051,0.56429933,0.52135022,0.41700273,0.34897548,0.27893059,0.21637966,0.17746583,0.14201068,0.12269766,-3.3838267999999996,0.08493706300000001,0.06677694,0.017831791,-0.010186299000000001,-0.037858353,-0.082825779,-0.10790358,-0.13401915,-3.3838267999999996,-0.18184002,-3.3838267999999996,-0.21210667,-0.28937858,-0.30910326,-0.33619904,-0.36041209,-0.3917165,-0.41938856,-0.42872781,-0.44626992,-0.46331822,-0.48291937,-0.49358453,-0.5048263,-0.52558034,-0.55440562,-0.56478264,-0.5563657,-0.55109068,-0.52834795,-0.48709872,-0.19178483,0.22906279999999998,0.46658239,0.56401119,0.40143720000000005,0.43516285,-3.3838267999999996,0.6548108
131,1,-0.82746088,-0.82597984,-0.84671445,-0.85708175,-0.87337323,-0.97053003,-0.99284484,-1.0185161,-1.0333265,-0.96174235,-0.92195134,-0.84868898,-0.69268535,-0.51792107,-0.36537301,-0.19307791,-0.023250817000000003,0.14084984,0.32430264,0.41612734,0.5669476,0.66988099,0.7350469000000001,0.78910528,0.90610887,0.97892616,1.0342188,1.0855624,1.1112336999999999,1.1527028999999998,1.1941727,1.1364113999999998,1.107284,1.0327384,0.97349606,1.0668024,0.61360076,0.75133838,1.0697645,1.1408545,1.1669213,1.0053388,0.4306916,0.068574457,-0.42186424,-0.50014855,-0.56728957,-0.63838023,-0.69959708,-0.64351402,-0.52384524,-0.44327625,-0.46164142,-0.43261320000000003,-0.42412184,-0.42313429,-0.43371259,-0.37500008,-0.38462658,-0.39055075,-0.40462095,-0.4077312,-0.43103299,-0.45275515,-0.44485645,-0.4362521,-0.44683098,-0.36389197,0.030067325,-0.20048254,-0.08397359900000001,0.063637836,0.16928599,-6.227761599999999,0.46450886,0.54942183,0.60619554,0.68370387,0.78243972,0.89500075,0.97053397,0.83279635,0.8446447,0.87278452
74,1,-0.90426779,-0.92905016,-0.95029219,-0.94085221,-0.93082033,-0.98038576,-0.99985762,-1.0157891,-1.0332386,-1.0579197,-1.1355708,-1.1778875,-1.2193593,-1.1895193000000002,-0.88585844,-0.28706645,0.12833559,0.52780541,0.95913828,0.9487542999999999,1.0942617000000001,1.2925227,1.3379566,1.3429715,1.2725444,1.3413281000000001,1.3978466999999999,1.4128928,1.4423966000000001,1.532381,1.5279552,1.4854711999999999,1.4571484,1.4615735,1.4571484,1.416788,1.3325276000000001,1.1694942,1.0181444,0.98628134,0.94497693,0.77739998,0.63342574,0.48709151,0.36014440000000003,0.23066778,0.10726168,0.066496798,-0.01493099,-0.033341026,-0.097775468,-0.17436544,-0.21885533,-0.25496706,-0.32984543,-0.43222033,-0.46172408,-0.52403418,-0.59448678,-0.59802711,-0.55200271,-0.64759186,-0.79407492,-0.72606982,-0.81162847,-0.87417491,-0.93082102,-0.99631729,-1.0228698,-1.0635843999999999,-1.0963322,-1.1671397,-1.1467824,-1.237061,-1.2217200000000001,-1.2533466999999998,-1.2878061,-1.2069688,-0.37321492,0.29520419,0.7377486,1.0542561000000001,1.2659688,1.4775051000000001
898,1,-0.86696471,-0.91925508,-0.97991192,-1.0322030999999998,-1.0796125,-1.1200508999999998,-1.1660665000000001,-1.232999,-1.2861857,-1.3222415,-1.3467831000000001,-1.361006,-1.3626791,-1.1905682,-0.6644941,-0.22065243,0.13335483,0.46539972,0.68397389,0.9146816999999999,1.0521006000000002,1.0937236000000001,1.1988629,1.2612637,1.3250575,1.4000576999999998,1.5509528000000001,1.6178844,1.7212113999999998,1.8047359,1.8096177,1.8347171000000002,1.8333224,1.8082222,1.7831228,1.7154942,1.6534427,1.6105642,0.55324836,0.36918462,0.32874781,0.19767219,0.11066133,-0.17882013,-0.38439763,-0.65570997,-0.95929457,-0.91088862,-1.108199,-1.2497319,-1.3654684,-0.90849739,-0.66198563,-0.55531245,-0.54834067,-0.53606943,-0.54694599,-0.5490376,-0.58459506,-0.53596521,-0.5343963,-0.54515318,-0.54833986,-0.56726535,-0.59714475,-0.63479382,-0.63758237,-0.63395766,-0.63814089,-0.42144909,-0.25132972,-0.43483494,-0.21507533,0.012773105,0.2344851,0.44448357,0.59257056,0.3574719,0.22277157,0.24926563,0.4118547000000001,0.6587589,0.67456203,0.36012122
733,1,-1.1982386,-1.2232258,-1.2537651,-1.2716127000000002,-1.2867721,-1.2779586,-1.2525753000000002,-1.1379921999999998,-0.98272811,-0.81788422,-0.65685842,-0.49409702,-0.33678934,-0.18488566,-0.01483662,0.12432570000000001,0.24023640000000002,0.33463214,0.4536655,0.56506484,0.71429111,0.97124831,1.3870601999999999,1.684612,1.7740787,1.9703631999999998,2.1211861,2.2559527999999998,2.3576593999999997,2.410409,2.3375455,2.1916347999999997,1.9294718999999998,1.494782,1.0830945,0.84901341,0.69335378,0.56749424,0.48327969,0.38911684,0.31984719,0.25734105,0.20796153,0.15174178,0.10940405,0.075690783,0.041581444,0.012232011000000001,-0.016919113,-0.054399132999999995,-0.092077458,-0.12816987,-0.16082351,-0.19757785,-0.18710648,-0.26123384,-0.30380446,-0.33282374,-0.35860311,-0.39773604,-0.43579477,-0.46436773,-0.48750426,-0.51606047,-0.54913774,-0.57594863,-0.61132724,-0.62520819,-0.64390254,-0.66275791,-0.67113706,-0.6934139,-0.69255421,-0.04849963400000001,-0.52081929,-0.97216813,-0.9856530000000001,-0.95531149,-0.86022357,-0.79646707,-0.80091736,-0.70167579,-1.3226176,-1.0844098999999998
