,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
33,2,-0.97254477,-1.1832466,-1.3939483,-1.4641823,-1.4641823,-1.4641823,-1.5578275,-0.66819777,0.43213373,1.0642391000000002,1.1110617,1.0408278,1.0642391000000002,0.87694859,0.80671466,1.0174165000000002,1.0642391000000002,0.73648074,0.57260159,0.26825458,0.080964106,-0.01268113,0.24484327,-0.1999716
506,2,-0.92264037,-1.3429178999999998,-1.5267893,-1.6581259999999998,-1.6581259999999998,-1.4479872,-1.1327791,-0.42356089,0.54833077,1.3100836999999999,1.3100836999999999,1.2050143,0.9423408999999999,0.54833077,0.60086545,0.60086545,0.81100419,0.54833077,0.18058798,0.36445937,0.4432614,0.65340014,0.25939,-0.21342215
985,2,-0.79600314,-0.94205876,-1.1757478000000001,-1.4386478999999999,-1.4094368,-1.467859,-1.5847035,-0.82521426,0.46007521,1.1903533000000002,1.2779867,1.336409,1.1319311,0.81060871,0.83981983,0.95666433,0.98587546,0.86903096,0.34323071,0.021908344,-0.35783628,-0.32862515,0.051119469,0.051119469
983,2,0.45465814,-0.06771504099999999,-0.88029555,-1.1124614,-1.2865858000000001,-1.1705028999999998,-0.82225409,-1.1124614,-0.06771504099999999,0.28053375,0.57074107,0.57074107,0.62878254,-0.06771504099999999,-0.2998809,-0.35792237,-0.64812969,-0.76421262,-0.41596383,-0.24183944,0.80290693,2.311985,2.311985,1.3833216
50,2,-0.52648646,-0.81839974,-1.2771206,-1.4856301,-1.6107358,-1.4856301,-1.2354187,-0.69329404,0.30755151,1.2249932,1.308397,1.3918008,1.0581856,0.68286859,0.5994648,0.97478188,1.1415893999999998,0.89137809,0.72457049,0.22414772,-0.44308266,-0.44308266,-0.067765573,-0.44308266
418,2,1.3042447,0.76188548,-0.09039319800000001,-0.24535296,-0.47779259999999996,-0.55527249,-0.55527249,-1.6399907999999999,-1.0201518,-0.32283284,-0.24535296,0.37448609,0.29700621,-0.47779259999999996,-0.55527249,-0.78771213,-0.63275237,-0.63275237,-0.78771213,0.064566563,0.29700621,1.071805,2.6214027,2.2340033
262,2,0.94351038,0.25732101,-0.20013856,-0.08577367,-0.42886835,-0.20013856,0.25732101,-1.2294226000000001,-0.77196303,-0.20013856,0.25732101,0.25732101,-0.08577367,-0.08577367,-1.5725173000000001,-0.77196303,-0.88632793,-0.54323325,-0.54323325,-0.77196303,-0.08577367,2.5446188999999997,2.2015242,1.7440646
249,2,-0.99751921,-1.292716,-1.5288735,-1.7059915,-1.6469522,-1.4403143999999999,-0.90896017,-0.14144847,0.62606322,1.0983781000000001,1.1869372,1.1574175,1.1574175,0.56702386,0.74414194,0.8031813,0.68510258,0.41942546,0.065189291,0.15374834,0.8031813,0.8031813,-0.082409111,-0.52520432
6,2,0.08721280199999999,-0.5764553000000001,-1.0869692,-1.3932776000000002,-1.3932776000000002,-1.2911748,-1.7506373,-0.72960947,0.34246976,1.7208573,1.8229601000000002,1.7719087,1.159292,0.80193229,0.18931559,-0.014889982,-0.065941374,-0.065941374,-0.014889982,0.08721280199999999,-0.32119833,-0.21909555,0.7508809000000001,0.18931559
909,2,0.58212124,-0.12457848,-0.88563971,-1.2661703000000002,-1.4292548999999999,-0.94000123,-1.1030858000000001,-0.55947061,-0.66819364,0.092867594,0.79956731,1.2344594,1.1800979,0.69084427,0.20159062,-0.72255516,-0.66819364,-0.88563971,-0.77691668,-0.34202454,1.0170134,2.1042437,1.6149901000000002,0.85392883
383,2,-0.67757153,-1.2151489,-1.3495433000000001,-1.5287358,-1.6631301,-1.3943413999999998,-0.99115835,-0.90156212,-0.050397889,1.0695551,1.5623344,1.42794,1.2487475000000001,0.80076635,0.71117012,0.62157388,0.80076635,0.26318894,0.30798706,0.12879459,0.17359271,0.89036259,-0.050397889,-0.18479224
72,2,-0.34527909999999995,-0.94376287,-1.2660234,-1.4962094,-1.4501722,-1.3580978000000001,-1.2199861,-0.7135768,0.20716745,0.94376286,1.3580978000000001,1.3120606000000001,0.94376286,0.16113024,-0.023018614,-0.16113025,-0.25320467,-0.20716746,-0.20716746,0.34527909,1.9565816000000003,1.4041350000000001,0.80565122,0.20716745
255,2,0.55361298,0.090891679,-0.5040357,-0.63624178,-0.70234482,-0.76844787,-1.2311691999999999,-1.4955813,-1.1650661,-0.5040357,0.024788637000000002,0.28920081,0.35530385,0.090891679,-0.30572657,-0.37182961,-0.30572657,-0.30572657,-0.30572657,0.024788637000000002,0.61971602,2.4044982000000004,2.2722921,1.8756738000000002
563,2,-0.73050432,-1.1815876,-1.4221654,-1.4823098,-1.4221654,-1.4221654,-1.512382,-0.76057653,0.35209557,1.1339733,1.3444788,1.103901,0.92346773,0.80317885,0.86332329,1.0136844,1.0437565999999998,0.80317885,0.53252888,0.23180669,-0.008771059,-0.068915497,0.20173447,-0.33956547
425,2,-0.8575738000000002,-1.2819402,-1.5471693000000002,-1.5471693000000002,-1.5736921999999998,-1.6797838,-1.0432341,-0.40668447,0.70727737,1.343827,1.3968728000000001,1.2377354,0.89293769,0.65423157,0.46857126,0.62770867,0.60118577,0.38900256,0.28291095,0.15029644,-0.0088409588,0.91946059,0.41552546,-0.14145546
948,2,-0.86967889,-1.1785166999999999,-1.4358816,-1.5130911,-1.4873546,-1.4616181000000001,-1.5388276,-0.50936804,0.44288209,1.0348213,0.98334837,1.1635038,0.98334837,0.85466593,0.9061389000000001,1.0862943,0.98334837,0.93187539,0.52009155,0.31419964,-0.071847704,-0.12332068,0.08257123400000001,-0.097584194
291,2,-0.82635576,-1.370105,-1.5704337,-1.6562888,-1.6849072,-1.5131968999999998,-1.2270131000000002,-0.11089623,0.54732654,1.1196941999999999,1.2055493,0.97660228,0.91936551,0.49008978,0.60456331,0.66180007,0.74765521,0.51870816,0.26114273,0.49008978,1.0052206,0.66180007,0.11805082,-0.36846166
357,2,-1.1043399999999999,-1.4081126,-1.5853133,-1.6612563999999999,-1.635942,-1.5093701000000002,-1.0537112,-0.16770779,0.71829564,1.0473826,0.87018194,0.97143947,0.87018194,0.59172372,0.6170380999999999,0.74361002,0.74361002,0.51578057,0.33857988,0.49046618,1.1486402,0.66766687,0.13606481,-0.34490848
284,2,-0.90659539,-1.3105954,-1.4837383,-1.5991669,-1.628024,-1.5414526000000002,-1.0797382,-0.35830958,0.68054772,1.1134049,1.2576907,1.1711192,1.0556906000000001,0.47854769,0.56511913,0.73826201,0.70940486,0.44969054,0.18997622,0.07454762599999999,1.0556906000000001,0.73826201,-0.040880964,-0.32945244
626,2,0.46615603,2.4722222e-09,-0.81577306,-1.1653901000000002,-1.2819291000000002,-1.1071206,-0.99058157,-1.6315461000000002,-0.75750355,0.058269506,0.58269504,0.99058157,0.69923405,2.4722222e-09,-0.29134752,0.058269506,-0.34961702,-0.29134752,-0.52442554,0.11653901,0.64096454,2.3307802000000004,1.8646241000000001,1.3984681
778,2,-0.98032599,-1.2850342,-1.5026829,-1.6332721000000001,-1.6550369999999999,-1.3938585,-1.1109152,-0.52326374,0.71733383,1.2396907,1.3702798999999999,1.2396907,1.0655716999999998,0.60850948,0.69556896,0.80439331,0.71733383,0.41262565,0.2385067,0.2385067,0.21674183,0.54321487,0.10791748,-0.13149609
3,2,0.29127426,-0.32389698,-0.88314355,-1.1068421999999998,-1.2746162,-0.65944492,-0.88314355,-0.49167095,-1.1627668,-0.32389698,0.57089755,0.62682221,0.62682221,-0.10019835,-0.32389698,-0.32389698,-0.65944492,-0.54759561,-0.54759561,0.40312358,2.3604866,2.0249387,1.8012400000000002,0.9064455
411,2,0.96291757,-0.0080917443,-0.52596338,-0.91436711,-0.97910106,-0.84963315,-0.84963315,-1.5617067,-1.1733029,-0.52596338,0.25084407,0.44504594,0.38031198,-0.20229361,-0.20229361,-0.13755965,-0.33176152,-0.46122943,-0.33176152,-0.0080917443,1.0923855,2.5165325000000003,1.9986608000000001,1.4160553
874,2,-0.77556409,-1.166253,-1.3895038,-1.5290356,-1.5848483,-1.3895038,-1.6964737,-0.41278149999999997,0.48022183,1.2615996999999999,1.4011315,1.4011315,1.0383489,0.59184724,0.53603454,0.70347266,0.78719172,0.53603454,0.42440912,0.36859642,0.0058138122999999995,-0.022092542000000003,0.256971,0.17325194
244,2,-0.88935968,-1.1119895,-1.3902767,-1.5294203000000002,-1.5294203000000002,-1.4459342,-1.5850778,-0.6945585999999999,0.55773403,1.0029936,1.2256234,1.1977947,1.0308224,0.61339148,0.94733618,0.91950746,0.80819256,0.72470638,0.55773403,0.52990531,0.056816978,-0.026669197999999998,0.19596061,-0.16581282
799,2,-0.85572706,-1.3823283000000002,-1.4613185,-1.5403087,-1.5666388,-1.4086584,-1.1190277,-0.64508656,0.48710618,1.4349885,1.1190277,1.1190277,0.90838719,0.27646567,0.2501356,0.5397663,0.56609637,0.32912579,0.2501356,1.4613185,0.90838719,0.46077611,0.013165027,-0.14481535
216,2,-0.77500399,-1.1173371,-1.4596701,-1.5452534,-1.6878921999999998,-1.4311424,-1.4596701,-0.48972646,0.50874496,1.1078278,1.3360499,1.2789943000000001,0.96518904,0.70843925,0.79402251,0.9937168,0.85107802,0.56580047,0.33757843,0.30905068,-0.06181013,0.023773133999999998,0.36610619,-0.11886565
263,2,-1.0125705,-1.3538179,-1.5488164,-1.5975661,-1.5000668,-1.2563186000000002,-1.0125705,-0.91507122,0.57179255,1.2055378,1.3274119,1.2055378,1.0349141,0.79116589,0.644917,0.76679108,0.76679108,0.47429329,0.42554365,0.35241921,0.23054513,0.69366663,0.08429623,-0.37882528
316,2,0.53996143,-0.13244337,-0.68259276,-0.9882313,-1.2327422,-0.80484817,-0.86597588,-1.8440193,-0.86597588,0.17319518,0.78447226,0.47883372,0.84559998,0.050939757999999995,-0.25469879,-0.13244337,-0.37695421,-0.49920963,-0.49920963,-0.010187953000000001,0.66221684,2.5571759,1.7625157,1.3346216999999998
768,2,-0.87002909,-1.1860043,-1.6073046,-1.6073046,-1.6336358999999998,-1.5809733999999998,-1.159673,-0.63304765,0.57819082,1.0521537,1.2364726000000001,1.0521537,0.89416606,0.39387192,0.47286573,0.63085336,0.94682861,0.81517225,0.65718463,0.6835159000000001,0.44653446,0.63085336,-0.0010971484,-0.21174732
496,2,-0.68329038,-1.1096635,-1.4704408000000002,-1.5688346000000002,-1.5688346000000002,-1.4704408000000002,-1.0112697,-0.7816841999999999,0.30064775,1.21899,1.3173838,1.4157776000000002,1.0877982,0.79261682,0.79261682,0.8582127,0.98940445,0.75981887,0.39904157,0.23505188,-0.19132132,-0.25691719,0.13665806,-0.19132132
733,2,-0.81554657,-1.2591299999999999,-1.5086456,-1.6472653999999998,-1.6749894,-1.4809217,-1.0927862,-0.011551648999999999,0.5429276,1.4300944,1.4855423,1.2637506,1.014235,0.43203175,0.57065156,0.5429276,0.51520364,0.34885986,0.23796401,0.26568797,0.73699534,0.5429276,0.043896278,-0.48285902
871,2,0.92671992,0.057919997,-0.98463991,-0.98463991,-1.0425599,-0.92671992,-1.5059198999999999,-1.7375998,-0.81087993,0.11583999,0.98463991,0.92671992,0.81087993,0.28959997,-0.23167998,-0.11583999,-0.11583999,-0.40543996,-0.46335996,0.057919997,0.11583999,0.98463991,2.2009597999999997,1.8534398
68,2,-0.62617113,-1.1475544,-1.6075985000000002,-1.6689378000000001,-1.6996074,-1.4235809,-0.99420641,-0.56483192,0.87663959,1.3060141,1.4593621,1.2446749,1.0299876000000001,0.53927392,0.72329155,0.72329155,0.72329155,0.44726509999999997,0.17123864,0.14056903,0.048560205999999995,0.50860431,0.10989942,-0.31947507
489,2,0.52937307,-0.18254244,-0.40159337,-1.0587461999999999,-1.1135089,-1.1135089,-0.94922068,-1.5516108,-0.78493248,0.20079669,0.80318673,0.80318673,0.63889853,0.14603395,-0.29206791,-0.23730517,-0.51111883,-0.56588155,-0.67540702,-0.18254244,0.74842399,2.3365432999999998,2.0079669,1.4055768
127,2,-0.42981357,-0.94558985,-1.2984893999999998,-1.3799277,-1.4613661,-1.3527816000000001,-1.4885122,-0.70127476,0.46600839,1.2532458999999998,1.3618303,1.6332915000000001,1.4704148000000001,0.79176182,0.7646156999999999,0.9003462999999999,0.6288851,0.57459286,0.16740107,0.14025495,-0.37552132,-0.40266745,-0.02262177,-0.29408296
189,2,-0.79079043,-0.95582495,-1.5334458,-1.285894,-1.6159629999999998,-1.3684113000000002,-0.87330769,-1.285894,0.034382193,0.94207207,1.1071066,1.3546584,1.1896239,1.0245893,0.19941672,0.61200303,0.94207207,0.52948576,0.034382193,-0.04813507,-0.6257559,0.85955481,1.1071066,0.44696850000000005
358,2,0.15869370000000002,-0.46312653,-1.0072192,-1.3181293,-1.4735844,-1.3181293,-1.0849467,-1.4735844,-0.46312653,1.091424,1.7909718000000001,1.4023341999999999,0.39187629,0.31414876,-0.15221641,-0.22994394,0.0032386407,-0.22994394,-0.074488888,0.080966169,0.31414876,2.0241544,1.091424,0.62505887
436,2,0.27846704,-0.14925833,-0.63044937,-1.0581748,-1.2185718,-1.0581748,-0.84431206,-1.4859001,-0.79084639,0.1715357,0.70619242,0.81312376,0.75965809,0.1715357,-0.41658668,-0.41658668,-0.5769837,-0.5769837,-0.25618967,-0.09579265599999999,0.9200550999999999,2.4170939,1.8824372,1.4547118
631,2,0.61273647,-0.22758785,-0.8278194999999999,-1.1879585,-1.3080048,-1.1279353,-2.1483291,-1.4280511,0.13255115,1.4530608,1.6931535,1.8732229999999999,1.0929218,0.25259748,-0.22758785,0.012504818000000001,0.25259748,-0.10754152,0.072527984,0.012504818000000001,-0.10754152,0.012504818000000001,0.9128523000000001,0.31262064
271,2,-1.0732529,-1.2879035,-1.5293854,-1.6367107,-1.6635419999999999,-1.5025541,-0.99275891,-0.40246983,0.40246984,0.99275892,1.1537469,1.0464216,0.99275892,0.67078306,0.85860232,0.88543364,0.99275892,0.50979513,0.40246984,0.26831323,0.67078306,0.5902891,0.080493972,-0.42930115
8,2,-0.94792101,-1.2675946000000002,-1.4807103000000001,-1.5606287,-1.6139077,-1.5339893,-1.1077578000000001,-0.25529488,0.5438891,1.2365152,1.3430731000000002,1.3430731000000002,0.97012056,0.57052857,0.59716804,0.73036537,0.83692323,0.51724964,0.35741284,0.19757604,0.65044697,0.4639707,-0.095458087,-0.49505008
535,2,-1.0978968999999998,-1.2755912,-1.5802098999999998,-1.6563646,-1.6563646,-1.5802098999999998,-1.1486667,-0.13327072,0.55212155,1.0598195,1.0344346,1.0344346,0.75520075,0.47596685,0.57750644,0.57750644,0.70443095,0.62827625,0.55212155,0.75520075,0.98366483,0.67904605,0.095193369,-0.33634991
1008,2,0.27403158,-0.15622361,-0.83233891,-0.95526896,-1.016734,-1.2011291000000002,-0.83233891,-1.3855242,-0.77087388,0.33549661,1.134542,1.0730768999999998,1.0730768999999998,0.27403158,0.08963650199999999,-0.46354875,-0.64794382,-0.77087388,-0.77087388,-0.094758582,0.33549661,2.2409125,1.8106573000000001,1.257472
90,2,0.20775913,-0.36959257,-0.84197124,-1.1044038,-1.1568903999999998,-1.2618633999999997,-1.0519173000000002,-1.4718095,-0.78948472,0.10278609,0.57516475,0.89008387,1.1000299999999998,0.26024565,-0.42207909,-0.054673463,-0.47456561,-0.26461953,-0.1596465,-0.002186945,0.94257039,2.2547334,1.9923008000000002,1.1000299999999998
794,2,-0.74074285,-1.2762196000000001,-1.5707319,-1.7313749,-1.6510534,-1.5171842,-1.1691243,-0.68719518,0.59794906,1.1869735000000001,1.1601997,1.1334258,0.73181825,0.59794906,0.73181825,0.73181825,0.86568745,0.59794906,0.35698451,0.19634148,0.089246135,0.81213977,0.41053219,0.14279381
105,2,0.97425839,0.2905683,-0.32475279999999995,-0.52985984,-0.80333586,-0.94007389,-1.9656091,-1.281919,-1.0768118999999998,-0.18801478,0.63241335,0.83752037,0.63241335,0.017092251,-0.25638379,-0.39312182,-0.52985984,-0.52985984,-0.32475279999999995,0.017092251,0.42730631,0.90588938,2.5467457000000002,1.8630556
521,2,0.89950527,0.0057293295,-0.8192946,-1.6443185000000002,-0.61303862,-0.8880466,-0.8192946,-1.3005586,-0.54428663,0.074481324,0.28073731,0.4869933,0.83075327,0.55574529,0.28073731,0.0057293295,-0.68179061,-0.68179061,-1.0255505999999999,-0.75054261,0.76200128,2.0682892,1.7245292,1.7932811999999998
546,2,-0.77677379,-1.3357222,-1.4672393999999997,-1.5658774,-1.5987566999999998,-1.5329979999999999,-1.1384463,-0.053428878,0.43976083,1.3275023000000001,1.4261403,1.2288643999999997,1.0973471000000001,0.40688152,0.66991603,0.76855398,0.76855398,0.3740022,0.24248494,-0.053428878,0.73567466,0.57127809,-0.053428878,-0.48085995
891,2,0.45180969,-0.46571155,-0.96617768,-1.3832328,-1.4666438,-1.2164107,-0.88276666,-1.6334658000000002,-0.2988895,0.8688648000000001,1.452742,1.2025089,1.0356869,0.034754586000000004,-0.13206746,-0.2988895,-0.13206746,-0.21547848,-0.13206746,-0.048656435,0.034754586000000004,2.1200301,1.452742,0.61863173
449,2,-0.97139428,-1.2254151000000002,-1.3665377,-1.4512113000000002,-1.5076604,-1.3947622,-1.3100886999999999,-0.80204709,0.29870962,1.0325474000000001,1.2018946000000001,1.2018946000000001,1.2018946000000001,0.89142478,0.94787384,0.91964931,1.0607719999999998,0.66562853,0.46805681,0.21403603,-0.18110741,-0.12465835,0.29870962,-0.068209278
602,2,-0.25357747,-0.89419425,-1.1744641000000002,-1.3746568000000001,-1.4947725,-1.3346183,-1.6949651999999997,-0.9342328000000001,0.50715495,1.3479645,1.7483499,1.7083113999999997,1.1477716999999998,0.74738624,0.10676946,-0.053384728,0.066730917,0.066730917,0.026692369,0.22688511,0.14680801,0.90754043,0.50715495,-0.053384728
830,2,0.54115991,0.15755289,-0.66446217,-0.88366619,-1.1028702,-1.1028702,-0.77406418,-1.8152833,-0.88366619,0.10275188,0.59596092,0.70556294,0.48635891,0.3219559,-0.11645213,-0.33565615,-0.50005916,-0.50005916,-0.50005916,-0.28085515,0.76036394,2.349593,2.020787,1.4179760000000001
196,2,1.1710645,0.66005455,-0.055359415,-0.15756141,-0.46416739,-0.36196540000000005,-0.15756141,-1.8949953000000002,-1.3839853000000002,-0.56636938,0.25124657,-0.055359415,-0.2597634,-0.2597634,-0.66857138,-0.66857138,-0.66857138,-0.66857138,-0.055359415,-0.055359415,0.14904457,1.6820745,2.3974884,2.0908825
112,2,-0.13243129,-0.91399301,-1.2266177,-1.4871382,-1.5392424,-1.4871382,-1.0182011999999998,-0.39295186,0.33650575,1.4306921000000001,1.8996291,1.5349003,1.1180674,0.70123455,-0.23663952,-0.18453540000000002,-0.13243129,-0.34084774,-0.18453540000000002,-0.028223055,0.54492221,1.3264839,0.64913044,-0.23663952
60,2,-0.67649377,-1.0202495999999999,-1.3904481000000002,-1.4697764,-1.6548756000000002,-1.4962191,-1.6284329,-0.75582203,0.40765911,1.2273844999999999,1.3331555,1.2273844999999999,1.0951707,0.64564388,0.61920114,0.77785765,0.77785765,0.46054462,0.43410187,0.35477361,0.19611709,0.3018881,0.53987288,-0.30629523
637,2,-0.85704647,-1.0843295,-1.4252541,-1.5388956,-1.4820748,-1.4252541,-1.0275087999999999,-0.80022571,0.10890646,1.1316801,1.5294254999999999,1.415784,1.2453216999999999,0.9043971,0.73393482,0.3361895,0.79075557,0.44983102,0.27936874,0.052085695999999994,-0.57294267,0.84757634,0.39301026,-0.004735064000000001
10,2,-0.50951707,-1.2395714,-1.2395714,-1.6045985,-1.6045985,-1.1483146,-0.78328746,-1.2395714,-0.14448992,0.95059156,1.3156187,1.4981323,1.2243619,0.85933478,0.49430761,0.76807799,0.49430761,0.49430761,0.12928045,-0.32700349,-0.69203065,1.0418483,0.85933478,0.40305082
583,2,-0.94999628,-1.162682,-1.4604421,-1.7156650000000002,-1.6305907,-1.5880535,-1.2052192,-0.73731054,0.19850669,0.87910105,1.0917868,0.96417535,0.87910105,0.75148961,0.58134102,0.87910105,0.9216382,0.70895246,0.62387816,0.70895246,0.32611813,0.70895246,0.45372957,-0.22686478
861,2,0.20964707,-0.57508693,-1.1751776000000003,-1.4521426000000002,-1.6829467,-1.4983034,-0.99053434,0.2558079,0.76357696,1.7791151,1.7791151,1.5021501,0.90205943,0.2558079,-0.20580034,-0.25196116,-0.34428281,-0.43660446,-0.5289261,-0.29812199,1.0405419,0.99438108,0.20964707,-0.25196116
552,2,-0.88164789,-1.2663669,-1.5327108999999999,-1.5918985,-1.6214921999999998,-1.4143358,-1.1183981,-0.79286657,0.53885332,1.2491039,1.3674790000000001,1.2491039,1.1899164,0.50925954,0.56844709,0.56844709,0.47966577,0.47966577,0.39088444,0.45007199,0.39088444,0.74600974,0.24291557,-0.20099105
41,2,-0.71844777,-1.0185589,-1.4278013,-1.5096497,-1.5369326,-1.4005184,-1.5914982,-0.71844777,0.48199659999999994,1.3277642,1.3823299,1.1367843999999998,1.0822188,0.75482487,0.70025922,0.94580466,0.83667335,0.59112791,0.40014812,0.29101682,-0.11822558,-0.11822558,0.31829964,-0.09094275
48,2,0.88616328,0.18392067,-0.31768118,-0.51832193,-0.71896268,-0.6186423000000001,-0.21736081,-1.3208848999999998,-1.2205645,-0.21736081,0.18392067,0.18392067,0.18392067,-0.41800156,-1.0199238000000002,-0.41800156,-0.31768118,-0.31768118,-0.31768118,0.18392067,-0.21736081,3.2938523,1.7890467,1.2874448
317,2,-0.38018325,-0.60687637,-1.1169358999999999,-1.5703221,-1.5703221,-1.3436290000000002,-1.0602626,-1.1736091999999998,0.46991594,1.2066686000000002,1.6033815,1.3200151000000002,1.3766884,0.35656938,-0.21016341,-0.32350997,-0.26683669,-0.32350997,-0.040143569,0.46991594,0.63993579,1.4333617,0.97997547,0.12987627
742,2,-0.77112208,-1.1307485000000002,-1.4073841999999999,-1.4627113999999999,-1.5733656999999999,-1.4350478000000002,-1.6563564,-0.74345851,0.50140225,1.2483187,1.1376643999999998,1.1653280000000001,1.0546737,0.72271083,0.72271083,0.91635583,0.9440194,0.69504725,0.4460751,0.28009367,0.031121517,0.11411224,0.22476652,-0.024205628
727,2,-0.91447083,-1.1895761999999999,-1.4646816999999999,-1.4952489,-1.5869507,-1.4952489,-0.9450381,-0.91447083,0.33878723,1.102969,1.2558053,1.2252381,1.0112671999999998,0.82786354,0.91956536,1.0112671999999998,1.0418344000000002,0.73616173,0.46105631,0.12481634,-0.02802001,-0.05858728,0.15538361,-0.11972182
294,2,1.2410089,0.64361782,0.046226695,-0.46582284,-0.63650602,-0.55116442,-2.0019714,-1.8312881999999997,-0.97787238,0.13156828,0.55827623,0.55827623,0.64361782,0.13156828,-0.46582284,-0.63650602,-0.38048125,-0.46582284,-0.46582284,-0.29513966,0.13156828,0.98498418,1.9237416,2.1797664
779,2,-0.78938848,-1.2900299,-1.4481271,-1.632574,-1.6589235,-1.5008261999999999,-1.1846317,-0.6839903,0.42269064,1.0550796999999998,1.3449247,1.213177,1.1341284,0.6861861,0.50173928,0.6861861,0.79158429,0.52808883,0.44904019,0.50173928,0.44904019,0.58078792,0.15919518,-0.31509664
345,2,-0.65754763,-1.0757758,-1.3545945,-1.4940038999999998,-1.4940038999999998,-1.4382402,-1.6612952,-0.54602011,0.62501875,1.1826563,1.3499476000000001,1.2663018999999998,0.98748316,0.68078251,0.8201919,0.98748316,0.93171941,0.68078251,0.40196373,0.20679059,-0.15567382,-0.18355569,0.17890871,-0.23931945
373,2,1.0743441,0.49274425,0.10501105,0.0080777627,-0.18578883,-0.28272213,0.0080777627,-1.6397883000000002,-1.0581885,-0.67045532,-0.18578883,-0.088855535,-0.28272213,-0.37965542,-0.67045532,-0.86432192,-0.67045532,-0.57352202,-0.47658872,-0.088855535,-0.088855535,2.4314103,2.5283436000000004,1.5590106000000001
792,2,1.1030011999999998,0.41640678,-0.27018761,-0.42276414,-0.80420546,-0.7279171999999999,-1.9485293999999997,-1.6433764,-0.7279171999999999,-0.19389934,0.18754199,0.34011852,0.56898331,0.26383025,-0.11761108,-0.34647587,-0.4990524,-0.27018761,-0.34647587,-0.19389934,0.26383025,0.56898331,2.2473251,2.5524782000000004
